title,company,location,link
Automation Senior Tester ( Data Warehouse),Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=6f9f2a0ea3e53f8b
Senior Test Analyst (Automation & Performance Test Analyst),Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=8ae63c1a9fcf640d
Data Analyst,"
HAYS",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=32fbf3ab60170b4e
Technical Lead - Cloud & DevOps,"
Robert Half",Sydney Eastern Suburbs NSW,https://au.indeed.com/viewjob?jk=aa718d152078c3ed
Senior Analyst – Quality Engineer,Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=87cec25c94fe77a9
Data Scientist (Advanced Analytics),Mindcloud Consultants,Sydney NSW,https://au.indeed.com/viewjob?jk=61ade8ae4dd43379
SWAT/Database Engineer - Federal,ServiceNow,Sydney NSW,https://au.indeed.com/viewjob?jk=ed6a93dc633d9087
SMB Risk Analytics Manager,Zip,Sydney NSW,https://au.indeed.com/viewjob?jk=c09d30ee4007c4ec
Senior Analyst Engineer-Linux,Adaps,Sydney NSW,https://au.indeed.com/viewjob?jk=886444a2ab2e805e
Automation Engineer - Ansible Tower,"
Peoplebank",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=35d0fedd13f0f71e
Senior Professional Services Consultant,Splunk,Canberra ACT,https://au.indeed.com/viewjob?jk=a81921b8e499906f
Data Tools Support Officer,HiTech Personnel,New South Wales,https://au.indeed.com/viewjob?jk=ee6b5b42aec33920
Java Engineer,"
Macquarie Group Limited",Sydney NSW,https://au.indeed.com/viewjob?jk=21e7dd48485999d6
Senior Site Reliability Engineer- Federal,ServiceNow,Sydney NSW,https://au.indeed.com/viewjob?jk=853d38a579fa777f
Infrastructure Technical Lead X2,Greythorn Specialist Technology Recruitment,Sydney NSW,https://au.indeed.com/viewjob?jk=9294efa2891ca53b
Software Engineer,Luvo,Sydney NSW,https://au.indeed.com/viewjob?jk=c4dc6a51aa73306c
Rail Operations Analysis and Modeling Specialist - 2 to 7 years - Melbourne or Sydney,"
WSP Australia",Sydney NSW,https://au.indeed.com/viewjob?jk=53ca2437fe1be981
FOC Ops Support Engineer II,"
Amazon Corporate Services Pty",Sydney NSW,https://au.indeed.com/viewjob?jk=3fdfe43d620a95a3
Analyst Engineer,Paxus,Melbourne VIC,https://au.indeed.com/viewjob?jk=c60dd7eb26e37fec
Java Microservices/API Developer,"
Peoplebank",Melbourne City Centre VIC,https://au.indeed.com/viewjob?jk=9e575696af85bb47
Big Data Engineer,Greythorn,Sydney NSW,https://au.indeed.com/viewjob?jk=7c1bb9669c67fa92
Test Manager,PRA,Sydney NSW,https://au.indeed.com/viewjob?jk=4793f4a8d705705b
Senior Hadoop Platform/Big Data Engineer,"
HAYS",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=d28d4c483757a8de
Senior DevOps Engineer,"
Telstra",Melbourne VIC,https://au.indeed.com/viewjob?jk=ef583bff66dbd2a4
"Security Incident Response Engineer, Digital Forensic Examiner AWS","
AWS Australia Pty Ltd",Melbourne VIC,https://au.indeed.com/viewjob?jk=fcaebc330ad95c6d
Azure Customer Engineer - Data & AI - CET,"
Microsoft",Sydney NSW,https://au.indeed.com/viewjob?jk=d8b58a71a012bb0c
Senior Splunk ES Consultant,Decipher Bureau,Canberra ACT,https://au.indeed.com/viewjob?jk=ed46c02d8b9512dc
Salesforce Senior Developer,Talent Hub,Australia,https://au.indeed.com/viewjob?jk=7f4e16a46586cbe4
Senior Data Engineer - Finance - Excellent Career Growth!,The Recruitment Company,Sydney NSW,https://au.indeed.com/viewjob?jk=2035e75d3378bc1e
DevOps Consultant,Jefferson Frank,Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=6e3dbb812a20ce4a
Senior DevOps Engineer,Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=c9b3cd6fb04381ac
Band 8 SENIOR DATA ANALYST HR,"
HAYS",Brisbane Central Business District QLD,https://au.indeed.com/viewjob?jk=e00e0444612a888d
Microsoft Azure cloud,"
Infosys Limited",Sydney NSW,https://au.indeed.com/viewjob?jk=a29aeef939b833ba
ML Data Engineer,"
HAYS",Canberra ACT,https://au.indeed.com/viewjob?jk=ae636ee6ad590554
Senior Systems Engineer,RELX Group,Sydney NSW,https://au.indeed.com/viewjob?jk=82f4ccf3b351b4b1
Cloud Engineer,MCS Consulting,Northern Beaches NSW,https://au.indeed.com/viewjob?jk=09aae265466d6906
Software Engineering Manager - Machine Learning,Spark Recruitment,Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=ed683a5835e57d4c
Data Tools Support Officer,IT Alliance Australia,Canberra ACT,https://au.indeed.com/viewjob?jk=a52380ce8029e932
Linux Engineer,Technology People Australia,Sydney NSW,https://au.indeed.com/viewjob?jk=28c9a0445f546c4d
"Pipeline Technical Director, Level I",Industrial Light & Magic,Sydney NSW,https://au.indeed.com/viewjob?jk=858c733f32584637
Skylab SG - DevOps Engineer – Service Operations,TechSkills Accelerator,Australia,https://au.indeed.com/viewjob?jk=0c2a2b3be74269a2
Hadoop Architect/Developer,"
HAYS",Canberra ACT,https://au.indeed.com/viewjob?jk=fb7025a0609bf838
AWS Cloud Engineering Lead,KAPiTAL Consulting,Sydney NSW,https://au.indeed.com/viewjob?jk=3da2c7ea34d579ac
Senior Systems Engineer,Salt Recruitment,Melbourne VIC,https://au.indeed.com/viewjob?jk=3406e09a1d0ce067
Lead Solution Architect - AWS,"
Michael Page",Sydney NSW,https://au.indeed.com/viewjob?jk=a7a64b0c6afe54da
SAS Data Support Officer,GMT People,Canberra ACT,https://au.indeed.com/viewjob?jk=70b505241f7b3a16
Azure Integration Developer,"
Talent International",New South Wales,https://au.indeed.com/viewjob?jk=fcfff8f1bad994fb
Network Engineer,Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=2195327d2d1a70de
Principal Consultant,"
Empired",Perth WA,https://au.indeed.com/viewjob?jk=be56482891554e96
Solutions Architect (Enterprise),"
AWS Australia Pty Ltd",Brisbane QLD,https://au.indeed.com/viewjob?jk=df302acb0e24d4ec
Lead Incident Responder,"
Commonwealth Bank",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=c529b11af6101a0b
Software Engineering Manager,Casa Systems Inc,Lane Cove West NSW,https://au.indeed.com/viewjob?jk=d94e4bdec7ca6ca5
Dev Ops Engineer,"
Infosys Limited",Melbourne VIC,https://au.indeed.com/viewjob?jk=53dcc15d21664518
2020/2021 Summer Internship Program - Site Reliability Engineer,"
Atlassian",Sydney NSW,https://au.indeed.com/viewjob?jk=e60a912fd28d4793
Systems Analyst,"
First State Super",Australia,https://au.indeed.com/viewjob?jk=41b3e5cf76bc277d
Senior Python Developer,Opus Recruitment Solutions,Sydney NSW,https://au.indeed.com/viewjob?jk=e3e3c4bc91aa319e
Device and Mobile Software Engineer,MagicCube,Australia,https://au.indeed.com/viewjob?jk=c9c6395bb56a7f7a
Engineering Lead - DevOps,"
Australia Post",Victoria,https://au.indeed.com/viewjob?jk=059b90cc92369fb9
CSIRO Postdoctoral Fellowship in MLAI FSP: Machine Learning for Predicting Disease Outbreaks,"
CSIRO",Brisbane QLD,https://au.indeed.com/viewjob?jk=0508cc5315ee4995
Senior Consultant – Cloud and DevOps,"
Infosys Limited",Melbourne VIC,https://au.indeed.com/viewjob?jk=f5e4326f367b699b
Lazada SG - Senior Algorithm Engineer (Search and Recommendation),TechSkills Accelerator,Australia,https://au.indeed.com/viewjob?jk=50a934c3fd1cbc0f
Application Security Engineer - ANZx,"
ANZ Banking Group",Australia,https://au.indeed.com/viewjob?jk=f321d81a1f1c6dac
Test Analyst - Data Analytics - Melbourne,"
EY",Melbourne VIC,https://au.indeed.com/viewjob?jk=10218952f99d6655
Manager - Biz Ops Enable,"
MasterCard",St Leonards NSW,https://au.indeed.com/viewjob?jk=00bf221cc88446c8
Course Author Roles,Zenva Pty Ltd,Remote,https://au.indeed.com/viewjob?jk=3cf972277fbac7e4
IT Automation Administrator,"
Raytheon Intelligence & Space",Adelaide SA,https://au.indeed.com/viewjob?jk=5a15fa77cde045db
Service Delivery Support Engineer (L2),NTT MSC,Melbourne VIC,https://au.indeed.com/viewjob?jk=3e964022fa3291c2
Data Scientist,"
Amazon Corporate Services Pty",Sydney NSW,https://au.indeed.com/viewjob?jk=3e047df9c0444028
Analyst,Cartology,Sydney NSW,https://au.indeed.com/viewjob?jk=9cfaddc960645e1d
CSIRO Postdoctoral Fellowship in MLAI FSP: Spatiotemporal Learning,"
CSIRO",Brisbane QLD,https://au.indeed.com/viewjob?jk=af1b0f0497f3e535
Data Engineer,"
Westpac Group",Sydney NSW,https://au.indeed.com/viewjob?jk=463e2689045d5c19
Rigging TD,Luma Pictures,Melbourne VIC,https://au.indeed.com/viewjob?jk=2fe60524a188c44d
Cryptocurrency Trader,Akuna Capital,Sydney NSW,https://au.indeed.com/viewjob?jk=3caee6bad2a82e49
"Data Engineer, NAB Data Hub","
NAB - National Australia Bank",Melbourne VIC,https://au.indeed.com/viewjob?jk=2eaab4226f39bfbd
CSIRO Postdoctoral Fellowship in Soil Genomics and Ecological Restoration,"
CSIRO",Perth WA,https://au.indeed.com/viewjob?jk=3f8ec9d0077ff540
Business Finance Analyst,"
Woolworths Supermarkets",Bella Vista NSW,https://au.indeed.com/viewjob?jk=6c9d8880a7328552
Strategy & Operations Manager - Australia,Revolut,Melbourne VIC,https://au.indeed.com/viewjob?jk=3463514a425c02bb
Security Platform Engineer,"
Macquarie Group Limited",Sydney NSW,https://au.indeed.com/viewjob?jk=fd66cf2372d368bd
iAPPS SG - Dev Ops Engineer,TechSkills Accelerator,Australia,https://au.indeed.com/viewjob?jk=eae8be0612c28536
Machine Learning Scientist - Adelaide,"
Amazon Support Services PtyLtd",Australia,https://au.indeed.com/viewjob?jk=82a9e295d4c66d60
FX Artist (Mid Level),Luma Pictures,Melbourne VIC,https://au.indeed.com/viewjob?jk=a59b11b9d476684b
IBM Software Developer IoT/Edge/Distributed Computing in Melbourne,"
IBM",Melbourne VIC,https://au.indeed.com/viewjob?jk=0a3afe485a914e73
Site Reliability Engineer - Managed Services,"
AWS Australia Pty Ltd",Sydney NSW,https://au.indeed.com/viewjob?jk=90b211bdb078c0e6
Cloud Solution Architect - Apps Infra Brisbane,"
Microsoft",Brisbane QLD,https://au.indeed.com/viewjob?jk=c30535fced3edec3
CSIRO Postdoctoral Fellowship in Machine Learning and AI: Biological Systems,"
CSIRO",Brisbane QLD,https://au.indeed.com/viewjob?jk=4d5787a81eadfdd2
Senior Research Officer (Bioinformatician),"
Murdoch Childrens Research Institute",Parkville VIC,https://au.indeed.com/viewjob?jk=518614ab70027cfa
Graduate - Technical Analyst,FDM Group,Australia,https://au.indeed.com/viewjob?jk=08838784ce65c44e
Data Engineer,"
Capgemini Australia",Melbourne VIC,https://au.indeed.com/viewjob?jk=403c833a893f6f62
Senior DevSecOps Engineer,Prospa,Darlinghurst NSW,https://au.indeed.com/viewjob?jk=2b3b4a0a07ec0373
Cloud Solution Architect - Infrastructure - Brisbane,"
Microsoft",Brisbane QLD,https://au.indeed.com/viewjob?jk=12f1ff8bd2b46ea3
Operations Engineer,Incandescent Technologies,Sydney NSW,https://au.indeed.com/viewjob?jk=5d1fc5a8524331c8
BI Data Engineer,"
GenesisCare",Alexandria NSW,https://au.indeed.com/viewjob?jk=950b3a2f04bf4592
C++ Engineer/Programmer/Developer,No Company Name,Melbourne VIC,https://au.indeed.com/viewjob?jk=58de9237b58b5516
"Creature Technical Director Sydney, Australia",Industrial Light & Magic,Sydney NSW,https://au.indeed.com/viewjob?jk=014e11647a5da66d
Data Engineer - Snowflake & Talend,flybuys,Melbourne VIC,https://au.indeed.com/viewjob?jk=c0841a83f7e9e3c2
Senior Quantitative Analyst,QSuper Group,Brisbane QLD,https://au.indeed.com/viewjob?jk=836d40585e504e27
Solution Designer,"
Capgemini Australia",Melbourne VIC,https://au.indeed.com/viewjob?jk=dee5b61d121da7e9
PERFORMANCE ENGINEER / RESEARCHER,"
Optiver",Sydney NSW,https://au.indeed.com/viewjob?jk=bfc8bc20e269d8e0
CSIRO Postdoctoral Fellowship in Machine Learning and Artificial Intelligence in Materials Science,"
CSIRO",Melbourne VIC,https://au.indeed.com/viewjob?jk=afd70f0bc180671e
CSIRO Postdoctoral Fellowship in Remote Monitoring of Habitat Condition,"
CSIRO",Canberra ACT,https://au.indeed.com/viewjob?jk=53c0a333d9abd9a0
Python Developer,Verse Group,Menora WA,https://au.indeed.com/viewjob?jk=2c83b9f3050de953
Postdoctoral Researcher - Cognitive Neuroscience,"
Macquarie University",Macquarie University NSW,https://au.indeed.com/viewjob?jk=09ae336f3031226e
Junior Data Engineer,"
Stockland",Sydney NSW,https://au.indeed.com/viewjob?jk=4076f0bf2a197329
Senior Consultant- Data & AI,"
Empired",Perth WA,https://au.indeed.com/viewjob?jk=de29df0f5a14633a
Graduate DevOps Engineer,IRESS Limited,Melbourne VIC,https://au.indeed.com/viewjob?jk=3e2e2cae6c29b127
Senior Data Engineer,"
NAB - National Australia Bank",Sydney NSW,https://au.indeed.com/viewjob?jk=61b1156ebfaf1e85
Data Scientist,Annalect,Sydney NSW,https://au.indeed.com/viewjob?jk=1a0a575016673f6a
Data Warehouse Engineer,Canva,Sydney NSW,https://au.indeed.com/viewjob?jk=70ef268c005e684f
Data Analyst,"
Denovo Recruitment",Sydney NSW,https://au.indeed.com/viewjob?jk=4196646707e007b3
"Project Manager: AI software, apps and robotics",akin.com,Sydney NSW,https://au.indeed.com/viewjob?jk=4a4425233a57cf19
Senior Python Developer,"
Profusion Group",Melbourne VIC,https://au.indeed.com/viewjob?jk=208bfc7f53f15fa3
Expression of Interest and Referrals,DiUS,Melbourne VIC,https://au.indeed.com/viewjob?jk=962a5c34b270d278
Data Scientist x2,"
Perigon Group",Sydney NSW,https://au.indeed.com/viewjob?jk=b1f48b63b39ae643
"Data Engineer - AWS, Python",FourQuarters,Melbourne VIC,https://au.indeed.com/viewjob?jk=434d6793bdea8097
Senior Software Engineer - Quantum Computing,Quantum Brilliance,Canberra ACT,https://au.indeed.com/viewjob?jk=c83f96803e0d4ef0
Junior Red Teamer,Mossé Security,Melbourne VIC,https://au.indeed.com/viewjob?jk=28f24b354081c603
Data Analytics Instructor - Monash University,Trilogy Education,Melbourne VIC,https://au.indeed.com/viewjob?jk=a77cb84150cb665f
"Analyst, Marketing Analytics - ANZ",SFDC Australia Pty Ltd.,Sydney NSW,https://au.indeed.com/viewjob?jk=d4d484bf96038822
DevOps Engineers,Marlo,Melbourne VIC,https://au.indeed.com/viewjob?jk=0159b26f37c20867
"Data Scientist, AI/ML Developer",SAM.coach,Sydney NSW,https://au.indeed.com/viewjob?jk=ab9a670fbd5365ae
Digital Intern,Glasshat,Sydney NSW,https://au.indeed.com/viewjob?jk=0ce43c11c5891c45
Software Engineers,"
Talent International",Canberra ACT,https://au.indeed.com/viewjob?jk=94e3c1635b817b43
Junior Security Engineer,Mossé Security,Melbourne VIC,https://au.indeed.com/viewjob?jk=e6fbc7941c7733f8
Infrastructure Developer,Biarri Networks,Melbourne VIC,https://au.indeed.com/viewjob?jk=bf82667841345339
Senior Python Developer,We Are Common,New South Wales,https://au.indeed.com/viewjob?jk=c41a2fb440bccb91
Python Engineer,"
HAYS",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=c229578de1e9c768
Data Engineering Lead,Linktree,Remote,https://au.indeed.com/viewjob?jk=822b87ee2c01e861
"Senior Machine Learning Engineer, Cash App",Cash App,Sydney NSW,https://au.indeed.com/viewjob?jk=7be89ae4f0ccb262
Full stack software engineer,Ailo,Sydney NSW,https://au.indeed.com/viewjob?jk=469f8290b3aeb305
2 x Software Engineers,Neo Networks,Waterloo NSW,https://au.indeed.com/viewjob?jk=25fb8d368875ca61
Data Engineer,VOCUS,Melbourne VIC,https://au.indeed.com/viewjob?jk=4a2d70787bfe0178
Software Engineer (Python),Mathspace,Sydney NSW,https://au.indeed.com/viewjob?jk=700e8fc35ece1e4e
Scalable Services and Backend Developer,Panopto,Sydney NSW,https://au.indeed.com/viewjob?jk=58b8041469982c4b
Security Development and Operations,FORTIAN,Australia,https://au.indeed.com/viewjob?jk=0d3f00dac8d3f5dd
"Data Engineer - Azure, Python",FourQuarters,Melbourne VIC,https://au.indeed.com/viewjob?jk=beef407786b8cad9
Production Support/Developer,CYOS Solutions,Canberra ACT,https://au.indeed.com/viewjob?jk=2a0ae51515727c04
Senior Data Engineer,"
ASIC",Australia,https://au.indeed.com/viewjob?jk=ebbe57a88c759c0d
Business Solutions Consultant,Hyper Anna,Sydney NSW,https://au.indeed.com/viewjob?jk=ec6a258e04c4b532
Senior Front-end Developer,DiUS,Melbourne VIC,https://au.indeed.com/viewjob?jk=78515fc62b68c052
Data Tools Support Officer,SoftLabs Pty Ltd,Canberra ACT,https://au.indeed.com/viewjob?jk=37176b4f1c42bc4e
Data Engineer - Robotics Startup,MCS Consulting,Sydney NSW,https://au.indeed.com/viewjob?jk=e936098ef1d58ebb
SQL / Python Developer - Financial Markets Fintech,Fitzgerald Jenkins Recruitment,Sydney NSW,https://au.indeed.com/viewjob?jk=d482bebdfbcc03ad
Senior Backend Developer,Present Company,Redfern NSW,https://au.indeed.com/viewjob?jk=0c25a1b149828377
C++ Software Engineer / C++ Developer,AETOS Capital Group,Sydney NSW,https://au.indeed.com/viewjob?jk=18ac2be88fe2f7e1
Developer Programmer,Ariston Partners Australia Pty Ltd,Melbourne VIC,https://au.indeed.com/viewjob?jk=a8b88012b881f7f9
Unica Administrator,Fortune Select,Sydney NSW,https://au.indeed.com/viewjob?jk=9c82ed51e814ca55
Senior Software Engineer,Connecting Talent,Sydney NSW,https://au.indeed.com/viewjob?jk=61fc894d65744884
Senior Data Analyst,Keegan Adams,Sydney NSW,https://au.indeed.com/viewjob?jk=44fdc3ac4bebb347
Junior Data Engineer,Preacta Recruitment,Sydney NSW,https://au.indeed.com/viewjob?jk=a4373a374b939408
Data Analytics Lead,Spaceship Financial Services,Sydney NSW,https://au.indeed.com/viewjob?jk=47bf9946fb509e30
Front End Angular developer $800 Daily Rate,Correlate Resources,Sydney NSW,https://au.indeed.com/viewjob?jk=9d9241d1850f9288
Full Stack Developer,Workit Spaces,Alexandria NSW,https://au.indeed.com/viewjob?jk=7daea700388ed407
Python Programmer,KAPiTAL Consulting,Sydney NSW,https://au.indeed.com/viewjob?jk=d1de003cc76648f5
FinTech Teaching Assistant - Monash University,Trilogy Education,Melbourne VIC,https://au.indeed.com/viewjob?jk=7bf2ffeb7e62aafd
"Insurance Technical Analyst, Consultant/Senior Consultant",Synpulse Australia Pty Ltd,Sydney NSW,https://au.indeed.com/viewjob?jk=51765628b6cdb6c0
"Procurement Manager (Hobart, Darwin and Melbourne)","
Tata Consultancy Services (TCS)",Melbourne VIC,https://au.indeed.com/viewjob?jk=505a77bbf70c90d7
Full Stack Developer (React),Qwirk Rare People,Sydney NSW,https://au.indeed.com/viewjob?jk=0c417b43b1901d36
Head of Web,"
Rotor Studios",Sydney NSW,https://au.indeed.com/viewjob?jk=dd65b1f47fb1ba6f
Python Developer,PS&C Group,Melbourne,https://www.seek.com.au/job/50249857
Python Integration Developer,Attribute Group,Brisbane,https://www.seek.com.au/job/50252377
Software Engineer,Leidos Australia Pty Ltd,Melbourne,https://www.seek.com.au/job/50016689
Data Engineer,Leidos Australia Pty Ltd,Melbourne,https://www.seek.com.au/job/50261767
Data Engineer,Sedgman Limited,Brisbane,https://www.seek.com.au/job/50261061
Data & Analytics Engineer,Employee First,Sydney,https://www.seek.com.au/job/50258013
Software Engineer,Vix Technology Aust Pty Ltd,Perth,https://www.seek.com.au/job/50264244
Data Scientist / Data Engineer (AI Machine Learning),Anson McCade Ltd,Sydney,https://www.seek.com.au/job/50259184
Junior Data Engineer,TechConnect IT Solutions Pty Ltd,Gold Coast,https://www.seek.com.au/job/50225574
Python Developer,PS&C Group,Melbourne,https://www.seek.com.au/job/50249857
Python Integration Developer,Attribute Group,Brisbane,https://www.seek.com.au/job/50252377
Software Engineer,Leidos Australia Pty Ltd,Melbourne,https://www.seek.com.au/job/50016689
Data Engineer,Leidos Australia Pty Ltd,Melbourne,https://www.seek.com.au/job/50261767
Data Engineer,Sedgman Limited,Brisbane,https://www.seek.com.au/job/50261061
Data & Analytics Engineer,Employee First,Sydney,https://www.seek.com.au/job/50258013
Software Engineer,Vix Technology Aust Pty Ltd,Perth,https://www.seek.com.au/job/50264244
Data Scientist / Data Engineer (AI Machine Learning),Anson McCade Ltd,Sydney,https://www.seek.com.au/job/50259184
Junior Data Engineer,TechConnect IT Solutions Pty Ltd,Gold Coast,https://www.seek.com.au/job/50225574
Software Engineer,Bureau Of Meteorology,Melbourne,https://www.seek.com.au/job/50249004
Software Engineer,Bureau Of Meteorology,Melbourne,https://www.seek.com.au/job/50249005
Data Engineer,City of Whittlesea,Melbourne,https://www.seek.com.au/job/50252799
Data & Analytics Engineer,Employee First,Melbourne,https://www.seek.com.au/job/50246896
Software Engineer,Australian Target Systems P/L,Albury Area,https://www.seek.com.au/job/50251169
Data Engineer,Vocus,Melbourne,https://www.seek.com.au/job/50241362
Software Engineer,Ambition,Melbourne,https://www.seek.com.au/job/50251481
Data Scientist,TABCORP,Sydney,https://www.seek.com.au/job/50245405
Junior Data Scientist,CPB Contractors Pty Limited,Sydney,https://www.seek.com.au/job/50214501
Data Analytics Graduate,Allianz Australia Insurance Ltd,Sydney,https://www.seek.com.au/job/50264800
Developer | Node.js or Python & AWS,Peoplebank Australia NSW,Sydney,https://www.seek.com.au/job/50254980
Data Engineer,City of Whittlesea,Melbourne,https://www.seek.com.au/job/50252800
Software Development Engineer,Rheinmetall Defence Australia,Brisbane,https://www.seek.com.au/job/50259027
Software Engineer,Leidos Australia Pty Ltd,ACT,https://www.seek.com.au/job/50152075
Data Scientist,TABCORP,Sydney,https://www.seek.com.au/job/50245404
"Python Software Engineer - Trading (Linux, C++)",Westbury Partners,Sydney,https://www.seek.com.au/job/50256772
Data Engineer / Analyst,Peoplebank Australia NSW,Sydney,https://www.seek.com.au/job/50261246
Data Engineer,Westpac Group,Sydney,https://www.seek.com.au/job/50231603
Data Engineer,Paxus,Adelaide,https://www.seek.com.au/job/50231688
"Research Fellow, Software Engineering",Deakin University,Melbourne,https://www.seek.com.au/job/50258842
Software Engineer,AMP Financial Services,Melbourne,https://www.seek.com.au/job/50217793
Software Engineer,Tidetech,Hobart,https://www.seek.com.au/job/50252170
Data Applications Engineer,Healthdirect Australia,Sydney,https://www.seek.com.au/job/50241827
"Senior Consultant, Quantitative Analyst - JBWere",National Australia Bank,Melbourne,https://www.seek.com.au/job/50224140
Python Developer,Cyient Australia Pty Ltd,Sydney,https://www.seek.com.au/job/50165376
Data Engineer,Capgemini Australia Pty Ltd,Melbourne,https://www.seek.com.au/job/50233703
Software Engineer - Integrations,HotDoc,Melbourne,https://www.seek.com.au/job/50217234
Software Developer,Greater Bank Limited,Gosford & Central Coast,https://www.seek.com.au/job/50258655
Back End Data Engineer,SALT SEARCH PTY LTD,Sydney,https://www.seek.com.au/job/50242508
Data Engineer,ASIC,Sydney,https://www.seek.com.au/job/50221490
Senior Quantitative Analyst,United Super Pty Ltd,Sydney,https://www.seek.com.au/job/50244963
Data Engineer,ASIC,Melbourne,https://www.seek.com.au/job/50221534
Software Engineer,Brisbane,Brisbane,https://www.seek.com.au/job/50197993
Analytics Engineer,Catch Group Pty Ltd,Melbourne,https://www.seek.com.au/job/50223194
Data Analyst,Whittle Consulting,Melbourne,https://www.seek.com.au/job/50236121
Software Developer,Technology One Limited,Brisbane,https://www.seek.com.au/job/50238290
Data Scientist,Crown Melbourne Limited,Melbourne,https://www.seek.com.au/job/50220847
Software Engineer,Boeing Defence Australia,Brisbane,https://www.seek.com.au/job/50206573
AWS Data Engineer,Aurec,Melbourne,https://www.seek.com.au/job/50215151
Senior Quantitative Analyst,United Super Pty Ltd,Melbourne,https://www.seek.com.au/job/50242912
Python Developer,Modis,ACT,https://www.seek.com.au/job/50158552
